Date,Product Name,Category,Region,Quantity Sold,Revenue,Profit,Inventory Level,Marketing Spend,Customer Rating,Discount Percentage,Seasonal Event Flag
2025-08-15,Apex Yoga Mat,Sports,APAC,14,520.67,291.96,7197,131.02,4.1,7.0,None
2025-08-15,Apex Yoga Mat,Sports,Latin America,9,359.91,217.34,10435,66.42,4.7,0.0,None
2025-08-16,Smart Pro Watch,Electronics,North America,27,5399.73,2415.32,4616,58.25,4.9,0.0,None
2025-08-16,Smart Pro Watch,Electronics,EMEA,20,3999.8,1786.93,6637,51.93,4.4,0.0,None
2025-08-16,Smart Pro Watch,Electronics,APAC,24,4799.76,2147.99,5736,47.6,4.1,0.0,None
2025-08-16,Smart Pro Watch,Electronics,Latin America,14,2799.86,1240.72,9246,76.86,4.4,0.0,None
2025-08-16,Neural Headset,Electronics,North America,28,8399.72,4194.21,4764,22.6,4.6,0.0,None
2025-08-16,Neural Headset,Electronics,EMEA,17,5099.83,2537.1,7180,51.27,4.8,0.0,None
2025-08-16,Neural Headset,Electronics,APAC,23,6899.77,3439.17,5911,42.87,4.5,0.0,None
2025-08-16,Neural Headset,Electronics,Latin America,19,5129.83,2248.96,8367,123.84,4.1,10.0,None
2025-08-16,AeroFit Runner Tee,Apparel,North America,42,1469.58,876.63,476,20.47,4.4,0.0,None
2025-08-16,AeroFit Runner Tee,Apparel,EMEA,31,1084.69,644.06,1548,27.01,4.8,0.0,None
2025-08-16,AeroFit Runner Tee,Apparel,APAC,38,1329.62,779.67,1467,72.39,4.4,0.0,None
2025-08-16,AeroFit Runner Tee,Apparel,Latin America,24,839.76,497.82,5320,24.15,4.1,0.0,None
2025-08-16,Holo-Knit Hoodie,Apparel,North America,41,3279.59,1784.0,371,79.1,4.3,0.0,None
2025-08-16,Holo-Knit Hoodie,Apparel,EMEA,30,2399.7,1312.55,1829,29.13,4.4,0.0,None
2025-08-16,Holo-Knit Hoodie,Apparel,APAC,36,2879.64,1576.92,1003,27.52,4.8,0.0,None
2025-08-16,Holo-Knit Hoodie,Apparel,Latin America,22,1759.78,956.17,5046,46.85,4.6,0.0,None
2025-08-16,EcoTemp Thermostat,Home & Kitchen,North America,24,2932.57,1028.3,8057,129.66,4.7,6.0,None
2025-08-16,EcoTemp Thermostat,Home & Kitchen,EMEA,14,1819.86,721.05,9451,27.56,5.0,0.0,None
2025-08-16,EcoTemp Thermostat,Home & Kitchen,APAC,15,1949.85,762.46,8826,69.91,4.8,0.0,None
2025-08-16,EcoTemp Thermostat,Home & Kitchen,Latin America,9,1169.91,459.92,10952,32.17,4.3,0.0,None
2025-08-16,GlowSerum v2,Beauty,North America,27,1349.73,928.37,2457,65.77,4.7,0.0,None
2025-08-16,GlowSerum v2,Beauty,EMEA,20,999.8,691.79,4249,32.26,5.0,0.0,None
2025-08-16,GlowSerum v2,Beauty,APAC,30,1499.7,1042.72,3708,28.26,4.6,0.0,None
2025-08-16,GlowSerum v2,Beauty,Latin America,15,749.85,505.11,8794,79.14,4.2,0.0,None
2025-08-16,Apex Yoga Mat,Sports,North America,17,679.83,425.03,6388,67.43,4.9,0.0,None
2025-08-16,Apex Yoga Mat,Sports,EMEA,14,559.86,358.67,8911,20.97,4.1,0.0,None
2025-08-16,Apex Yoga Mat,Sports,APAC,18,719.82,454.87,7179,52.07,4.7,0.0,None
2025-08-16,Apex Yoga Mat,Sports,Latin America,9,359.91,224.51,10426,37.71,4.6,0.0,None
2025-08-17,Smart Pro Watch,Electronics,North America,25,4999.75,2243.29,4591,26.4,4.3,0.0,None
2025-08-17,Smart Pro Watch,Electronics,EMEA,18,3599.82,1600.53,6619,77.54,4.6,0.0,None
2025-08-17,Smart Pro Watch,Electronics,APAC,23,4599.77,2061.06,5713,35.35,4.8,0.0,None
2025-08-17,Smart Pro Watch,Electronics,Latin America,18,3311.83,1300.69,9228,124.96,4.9,8.0,None
2025-08-17,Neural Headset,Electronics,North America,28,8399.72,4181.58,4736,73.1,4.7,0.0,None
2025-08-17,Neural Headset,Electronics,EMEA,20,5999.8,2985.45,7160,57.8,4.3,0.0,None
2025-08-17,Neural Headset,Electronics,APAC,22,6599.78,3284.54,5889,61.4,4.3,0.0,None
2025-08-17,Neural Headset,Electronics,Latin America,14,4199.86,2091.42,8353,34.03,4.6,0.0,None
2025-08-17,AeroFit Runner Tee,Apparel,North America,37,1294.63,771.65,439,20.5,4.0,0.0,None
2025-08-17,AeroFit Runner Tee,Apparel,EMEA,32,1119.68,655.34,1516,65.87,4.9,0.0,None
2025-08-17,AeroFit Runner Tee,Apparel,APAC,39,1364.61,808.57,1428,40.8,4.5,0.0,None
2025-08-17,AeroFit Runner Tee,Apparel,Latin America,27,888.05,478.07,5293,128.35,4.4,6.0,None
2025-08-17,Holo-Knit Hoodie,Apparel,North America,43,3233.2,1654.8,328,122.36,4.3,6.0,None
2025-08-17,Holo-Knit Hoodie,Apparel,EMEA,32,2559.68,1399.94,1797,31.52,4.7,0.0,None
2025-08-17,Holo-Knit Hoodie,Apparel,APAC,34,2719.66,1487.0,969,35.27,4.1,0.0,None
2025-08-17,Holo-Knit Hoodie,Apparel,Latin America,27,2159.73,1182.28,5019,22.29,4.4,0.0,None
2025-08-17,EcoTemp Thermostat,Home & Kitchen,North America,16,2079.84,824.78,8041,28.62,4.8,0.0,None
2025-08-17,EcoTemp Thermostat,Home & Kitchen,EMEA,11,1429.89,566.73,9440,20.89,4.2,0.0,None
2025-08-17,EcoTemp Thermostat,Home & Kitchen,APAC,14,1819.86,719.95,8812,31.99,4.7,0.0,None
2025-08-17,EcoTemp Thermostat,Home & Kitchen,Latin America,8,1039.92,408.46,10944,30.02,4.4,0.0,None
2025-08-17,GlowSerum v2,Beauty,North America,28,1399.72,969.62,2429,40.75,4.5,0.0,None
2025-08-17,GlowSerum v2,Beauty,EMEA,26,1299.74,901.66,4223,32.65,4.3,0.0,None
2025-08-17,GlowSerum v2,Beauty,APAC,24,1199.76,832.95,3684,27.53,4.5,0.0,None
2025-08-17,GlowSerum v2,Beauty,Latin America,19,949.81,647.28,8775,70.35,4.7,0.0,None
2025-08-17,Apex Yoga Mat,Sports,North America,22,879.78,553.33,6366,74.09,4.8,0.0,None
2025-08-17,Apex Yoga Mat,Sports,EMEA,17,679.83,433.57,8894,33.27,4.0,0.0,None
2025-08-17,Apex Yoga Mat,Sports,APAC,18,719.82,460.15,7161,30.92,4.4,0.0,None
2025-08-17,Apex Yoga Mat,Sports,Latin America,10,399.9,252.05,10416,31.55,4.5,0.0,None
2025-08-18,Smart Pro Watch,Electronics,North America,21,4199.79,1883.25,4570,26.64,4.3,0.0,None
2025-08-18,Smart Pro Watch,Electronics,EMEA,12,2399.88,1061.75,6607,72.79,4.7,0.0,None
2025-08-18,Smart Pro Watch,Electronics,APAC,15,2999.85,1342.83,5698,28.42,4.7,0.0,None
2025-08-18,Smart Pro Watch,Electronics,Latin America,10,1999.9,892.55,9218,29.61,4.7,0.0,None
2025-08-18,Neural Headset,Electronics,North America,22,5807.81,2484.16,4714,95.03,5.0,12.0,None
2025-08-18,Neural Headset,Electronics,EMEA,12,3599.88,1792.12,7148,31.26,4.7,0.0,None
2025-08-18,Neural Headset,Electronics,APAC,13,3899.87,1935.33,5876,58.44,4.8,0.0,None
2025-08-18,Neural Headset,Electronics,Latin America,9,2699.91,1332.42,8344,70.14,4.8,0.0,None
2025-08-18,AeroFit Runner Tee,Apparel,North America,28,979.72,578.12,411,38.83,4.2,0.0,None
2025-08-18,AeroFit Runner Tee,Apparel,EMEA,20,699.8,406.39,1496,53.95,4.6,0.0,None
2025-08-18,AeroFit Runner Tee,Apparel,APAC,21,734.79,422.8,1407,72.29,4.9,0.0,None
2025-08-18,AeroFit Runner Tee,Apparel,Latin America,16,559.84,321.82,5277,56.35,4.5,0.0,None
2025-08-18,Holo-Knit Hoodie,Apparel,North America,26,2079.74,1134.04,302,39.27,4.7,0.0,None
2025-08-18,Holo-Knit Hoodie,Apparel,EMEA,17,1359.83,738.5,1780,37.63,4.3,0.0,None
2025-08-18,Holo-Knit Hoodie,Apparel,APAC,23,1839.77,996.43,946,61.78,4.2,0.0,None
2025-08-18,Holo-Knit Hoodie,Apparel,Latin America,15,1199.85,646.2,5004,54.89,4.9,0.0,None
2025-08-18,EcoTemp Thermostat,Home & Kitchen,North America,9,1169.91,459.83,8032,32.54,4.7,0.0,None
2025-08-18,EcoTemp Thermostat,Home & Kitchen,EMEA,9,1169.91,448.71,9431,77.02,4.4,0.0,None
2025-08-18,EcoTemp Thermostat,Home & Kitchen,APAC,10,1299.9,510.47,8802,37.96,4.6,0.0,None
2025-08-18,EcoTemp Thermostat,Home & Kitchen,Latin America,5,649.95,251.09,10939,35.58,4.1,0.0,None
2025-08-18,GlowSerum v2,Beauty,North America,21,1049.79,725.42,2408,37.72,4.8,0.0,None
2025-08-18,GlowSerum v2,Beauty,EMEA,13,649.87,446.02,4210,35.55,4.6,0.0,None
2025-08-18,GlowSerum v2,Beauty,APAC,29,1275.74,798.73,3655,168.38,4.6,12.0,None
2025-08-18,GlowSerum v2,Beauty,Latin America,11,549.89,373.97,8764,43.8,4.1,0.0,None
2025-08-18,Apex Yoga Mat,Sports,North America,12,479.88,291.96,6354,79.83,4.6,0.0,None
2025-08-18,Apex Yoga Mat,Sports,EMEA,11,439.89,271.97,8883,55.83,4.0,0.0,None
2025-08-18,Apex Yoga Mat,Sports,APAC,13,519.87,329.53,7148,33.54,4.3,0.0,None
2025-08-18,Apex Yoga Mat,Sports,Latin America,8,319.92,200.48,10408,29.86,4.6,0.0,None
2025-08-19,Smart Pro Watch,Electronics,North America,15,2999.85,1334.93,4555,60.0,4.1,0.0,None
2025-08-19,Smart Pro Watch,Electronics,EMEA,15,2999.85,1342.63,6592,29.21,4.7,0.0,None
2025-08-19,Smart Pro Watch,Electronics,APAC,11,2199.89,972.26,5687,70.75,4.5,0.0,None
2025-08-19,Smart Pro Watch,Electronics,Latin America,11,1957.9,703.45,9207,178.05,4.8,11.0,None
2025-08-19,Neural Headset,Electronics,North America,18,5399.82,2688.42,4696,45.96,4.5,0.0,None
2025-08-19,Neural Headset,Electronics,EMEA,15,4499.85,2233.32,7133,66.42,4.3,0.0,None
2025-08-19,Neural Headset,Electronics,APAC,16,4799.84,2389.19,5860,42.91,4.6,0.0,None
2025-08-19,Neural Headset,Electronics,Latin America,7,2099.93,1041.89,8337,32.28,4.6,0.0,None
2025-08-19,AeroFit Runner Tee,Apparel,North America,24,839.76,496.38,387,29.9,4.6,0.0,None
2025-08-19,AeroFit Runner Tee,Apparel,EMEA,19,664.81,386.78,1477,48.41,4.2,0.0,None
2025-08-19,AeroFit Runner Tee,Apparel,APAC,26,909.74,531.06,1381,59.13,4.9,0.0,None
2025-08-19,AeroFit Runner Tee,Apparel,Latin America,17,594.83,340.9,5260,64.01,4.7,0.0,None
2025-08-19,Holo-Knit Hoodie,Apparel,North America,26,2079.74,1131.14,276,50.88,4.8,0.0,None
2025-08-19,Holo-Knit Hoodie,Apparel,EMEA,23,1839.77,1000.15,1757,46.88,5.0,0.0,None
2025-08-19,Holo-Knit Hoodie,Apparel,APAC,26,2079.74,1125.1,920,75.01,4.1,0.0,None
2025-08-19,Holo-Knit Hoodie,Apparel,Latin America,16,1279.84,697.45,4988,25.83,4.6,0.0,None
2025-08-19,EcoTemp Thermostat,Home & Kitchen,North America,10,1299.9,513.24,8022,26.88,4.8,0.0,None
2025-08-19,EcoTemp Thermostat,Home & Kitchen,EMEA,9,1169.91,448.69,9422,77.09,4.1,0.0,None
2025-08-19,EcoTemp Thermostat,Home & Kitchen,APAC,10,1299.9,507.96,8792,48.02,4.2,0.0,None
2025-08-19,EcoTemp Thermostat,Home & Kitchen,Latin America,6,779.94,296.88,10933,60.4,4.3,0.0,None
2025-08-19,GlowSerum v2,Beauty,North America,20,999.8,689.6,2388,41.04,4.6,0.0,None
2025-08-19,GlowSerum v2,Beauty,EMEA,18,899.82,616.09,4192,55.15,4.3,0.0,None
2025-08-19,GlowSerum v2,Beauty,APAC,16,799.84,545.87,3639,56.09,4.1,0.0,None
2025-08-19,GlowSerum v2,Beauty,Latin America,10,499.9,337.71,8754,48.86,4.2,0.0,None
2025-08-19,Apex Yoga Mat,Sports,North America,16,601.45,349.75,6338,111.03,4.2,6.0,None
2025-08-19,Apex Yoga Mat,Sports,EMEA,11,439.89,270.73,8872,60.78,4.9,0.0,None
2025-08-19,Apex Yoga Mat,Sports,APAC,10,399.9,247.41,7138,50.09,4.6,0.0,None
2025-08-19,Apex Yoga Mat,Sports,Latin America,7,263.13,136.51,10401,114.57,4.7,6.0,None
2025-08-20,Smart Pro Watch,Electronics,North America,16,3199.84,1433.62,4539,25.24,4.0,0.0,None
2025-08-20,Smart Pro Watch,Electronics,EMEA,13,2599.87,1156.21,6579,54.94,4.2,0.0,None
2025-08-20,Smart Pro Watch,Electronics,APAC,18,3599.82,1602.41,5669,70.05,4.2,0.0,None
2025-08-20,Smart Pro Watch,Electronics,Latin America,11,2199.89,981.06,9196,35.57,4.7,0.0,None
2025-08-20,Neural Headset,Electronics,North America,15,4499.85,2232.97,4681,67.81,4.4,0.0,None
2025-08-20,Neural Headset,Electronics,EMEA,10,2999.9,1493.45,7123,26.01,4.3,0.0,None
2025-08-20,Neural Headset,Electronics,APAC,13,3899.87,1944.82,5847,20.47,4.1,0.0,None
2025-08-20,Neural Headset,Electronics,Latin America,10,2999.9,1483.34,8327,66.44,4.7,0.0,None
2025-08-20,AeroFit Runner Tee,Apparel,North America,22,769.78,446.56,365,61.23,4.3,0.0,None
2025-08-20,AeroFit Runner Tee,Apparel,EMEA,18,629.82,360.44,1459,69.81,4.4,0.0,None
2025-08-20,AeroFit Runner Tee,Apparel,APAC,29,1014.71,594.03,1352,59.19,4.6,0.0,None
2025-08-20,AeroFit Runner Tee,Apparel,Latin America,20,699.8,402.75,5240,68.5,4.5,0.0,None
2025-08-20,Holo-Knit Hoodie,Apparel,North America,27,2159.73,1168.63,249,76.88,4.8,0.0,None
2025-08-20,Holo-Knit Hoodie,Apparel,EMEA,19,1519.81,819.42,1738,65.9,4.5,0.0,None
2025-08-20,Holo-Knit Hoodie,Apparel,APAC,26,2079.74,1137.72,894,24.55,4.3,0.0,None
2025-08-20,Holo-Knit Hoodie,Apparel,Latin America,17,1359.83,737.65,4971,41.01,4.9,0.0,None
2025-08-20,EcoTemp Thermostat,Home & Kitchen,North America,11,1429.89,559.46,8011,49.99,4.1,0.0,None
2025-08-20,EcoTemp Thermostat,Home & Kitchen,EMEA,8,1039.92,405.1,9414,43.48,4.7,0.0,None
2025-08-20,EcoTemp Thermostat,Home & Kitchen,APAC,12,1559.88,613.23,8780,42.89,5.0,0.0,None
2025-08-20,EcoTemp Thermostat,Home & Kitchen,Latin America,7,909.93,350.97,10926,52.02,4.1,0.0,None
2025-08-20,GlowSerum v2,Beauty,North America,21,1049.79,728.31,2367,26.16,4.6,0.0,None
2025-08-20,GlowSerum v2,Beauty,EMEA,15,749.85,508.9,4177,63.97,4.9,0.0,None
2025-08-20,GlowSerum v2,Beauty,APAC,19,949.81,645.41,3620,77.83,4.4,0.0,None
2025-08-20,GlowSerum v2,Beauty,Latin America,11,549.89,375.92,8743,36.02,4.6,0.0,None
2025-08-20,Apex Yoga Mat,Sports,North America,14,559.86,355.24,6324,34.69,4.9,0.0,None
2025-08-20,Apex Yoga Mat,Sports,EMEA,9,359.91,218.1,8863,63.35,4.1,0.0,None
2025-08-20,Apex Yoga Mat,Sports,APAC,10,399.9,247.39,7128,50.18,4.5,0.0,None
2025-08-20,Apex Yoga Mat,Sports,Latin America,7,279.93,169.05,10394,51.6,4.3,0.0,None
2025-08-21,Smart Pro Watch,Electronics,North America,15,2999.85,1340.33,4524,38.41,4.2,0.0,None
2025-08-21,Smart Pro Watch,Electronics,EMEA,13,2599.87,1161.54,6566,33.62,4.4,0.0,None
2025-08-21,Smart Pro Watch,Electronics,APAC,20,3559.82,1336.78,5649,92.59,4.5,11.0,None
2025-08-21,Smart Pro Watch,Electronics,Latin America,9,1799.91,793.86,9187,64.39,5.0,0.0,None
2025-08-21,Neural Headset,Electronics,North America,20,5999.8,2984.08,4661,63.28,4.3,0.0,None
2025-08-21,Neural Headset,Electronics,EMEA,11,3299.89,1630.37,7112,78.3,4.9,0.0,None
2025-08-21,Neural Headset,Electronics,APAC,16,4799.84,2389.03,5831,43.58,4.0,0.0,None
2025-08-21,Neural Headset,Electronics,Latin America,11,3299.89,1643.75,8316,24.77,4.1,0.0,None
2025-08-21,AeroFit Runner Tee,Apparel,North America,25,874.75,511.78,340,52.29,5.0,0.0,None
2025-08-21,AeroFit Runner Tee,Apparel,EMEA,21,734.79,425.52,1438,61.42,4.0,0.0,None
2025-08-21,AeroFit Runner Tee,Apparel,APAC,24,839.76,493.79,1328,40.27,4.4,0.0,None
2025-08-21,AeroFit Runner Tee,Apparel,Latin America,18,629.82,361.65,5222,64.95,4.2,0.0,None
2025-08-21,Holo-Knit Hoodie,Apparel,North America,29,2319.71,1260.25,220,62.36,4.9,0.0,None
2025-08-21,Holo-Knit Hoodie,Apparel,EMEA,21,1679.79,908.99,1717,59.58,4.1,0.0,None
2025-08-21,Holo-Knit Hoodie,Apparel,APAC,33,2639.67,1433.9,861,71.66,4.2,0.0,None
2025-08-21,Holo-Knit Hoodie,Apparel,Latin America,18,1295.84,603.73,4953,176.75,4.5,10.0,None
2025-08-21,EcoTemp Thermostat,Home & Kitchen,North America,10,1299.9,514.5,8001,21.84,4.9,0.0,None
2025-08-21,EcoTemp Thermostat,Home & Kitchen,EMEA,8,1039.92,403.49,9406,49.9,4.0,0.0,None
2025-08-21,EcoTemp Thermostat,Home & Kitchen,APAC,10,1299.9,512.34,8770,30.47,4.8,0.0,None
2025-08-21,EcoTemp Thermostat,Home & Kitchen,Latin America,8,1039.92,396.99,10918,75.9,4.2,0.0,None
2025-08-21,GlowSerum v2,Beauty,North America,20,999.8,687.79,2347,48.27,4.1,0.0,None
2025-08-21,GlowSerum v2,Beauty,EMEA,13,649.87,441.06,4164,55.38,4.7,0.0,None
2025-08-21,GlowSerum v2,Beauty,APAC,19,949.81,657.54,3601,29.29,4.4,0.0,None
2025-08-21,GlowSerum v2,Beauty,Latin America,11,549.89,375.11,8732,39.27,4.5,0.0,None
2025-08-21,Apex Yoga Mat,Sports,North America,12,479.88,306.82,6312,20.42,4.9,0.0,None
2025-08-21,Apex Yoga Mat,Sports,EMEA,10,399.9,244.35,8853,62.35,4.6,0.0,None
2025-08-21,Apex Yoga Mat,Sports,APAC,16,543.86,284.82,7112,140.4,5.0,15.0,None
2025-08-21,Apex Yoga Mat,Sports,Latin America,7,279.93,165.72,10387,64.92,4.6,0.0,None
2025-08-22,Smart Pro Watch,Electronics,North America,16,3199.84,1432.71,4508,28.87,4.2,0.0,None
2025-08-22,Smart Pro Watch,Electronics,EMEA,17,3229.84,1316.44,6549,173.97,4.6,5.0,None
2025-08-22,Smart Pro Watch,Electronics,APAC,15,2999.85,1331.16,5634,75.07,4.8,0.0,None
2025-08-22,Smart Pro Watch,Electronics,Latin America,8,1599.92,704.42,9179,62.18,4.1,0.0,None
2025-08-22,Neural Headset,Electronics,North America,15,4499.85,2243.99,4646,23.75,4.6,0.0,None
2025-08-22,Neural Headset,Electronics,EMEA,13,3899.87,1931.6,7099,73.33,4.4,0.0,None
2025-08-22,Neural Headset,Electronics,APAC,13,3899.87,1934.13,5818,63.2,4.6,0.0,None
2025-08-22,Neural Headset,Electronics,Latin America,12,3167.89,1340.74,8304,108.85,4.9,12.0,None
2025-08-22,AeroFit Runner Tee,Apparel,North America,28,979.72,569.42,312,73.63,4.2,0.0,None
2025-08-22,AeroFit Runner Tee,Apparel,EMEA,21,734.79,428.52,1417,49.43,4.5,0.0,None
2025-08-22,AeroFit Runner Tee,Apparel,APAC,25,874.75,506.79,1303,72.24,4.6,0.0,None
2025-08-22,AeroFit Runner Tee,Apparel,Latin America,13,454.87,265.71,5209,28.83,4.1,0.0,None
2025-08-22,Holo-Knit Hoodie,Apparel,North America,24,1919.76,1035.93,196,79.74,4.7,0.0,None
2025-08-22,Holo-Knit Hoodie,Apparel,EMEA,20,1599.8,867.68,1697,48.85,4.2,0.0,None
2025-08-22,Holo-Knit Hoodie,Apparel,APAC,30,2399.7,1312.71,831,28.5,4.9,0.0,None
2025-08-22,Holo-Knit Hoodie,Apparel,Latin America,14,1119.86,595.98,4939,79.79,4.4,0.0,None
2025-08-22,EcoTemp Thermostat,Home & Kitchen,North America,9,1169.91,462.44,7992,22.08,4.3,0.0,None
2025-08-22,EcoTemp Thermostat,Home & Kitchen,EMEA,11,1229.71,332.73,9395,156.17,4.3,14.0,None
2025-08-22,EcoTemp Thermostat,Home & Kitchen,APAC,9,1169.91,459.24,8761,34.89,4.8,0.0,None
2025-08-22,EcoTemp Thermostat,Home & Kitchen,Latin America,7,909.93,351.53,10911,49.76,4.3,0.0,None
2025-08-22,GlowSerum v2,Beauty,North America,23,1149.77,788.61,2324,64.92,4.1,0.0,None
2025-08-22,GlowSerum v2,Beauty,EMEA,16,799.84,552.04,4148,31.39,4.1,0.0,None
2025-08-22,GlowSerum v2,Beauty,APAC,29,1319.24,842.67,3572,166.61,4.7,9.0,None
2025-08-22,GlowSerum v2,Beauty,Latin America,12,599.88,406.24,8720,54.69,4.8,0.0,None
2025-08-22,Apex Yoga Mat,Sports,North America,13,519.87,329.32,6299,34.39,4.7,0.0,None
2025-08-22,Apex Yoga Mat,Sports,EMEA,11,439.89,266.18,8842,78.99,4.3,0.0,None
2025-08-22,Apex Yoga Mat,Sports,APAC,11,439.89,276.1,7101,39.32,4.1,0.0,None
2025-08-22,Apex Yoga Mat,Sports,Latin America,7,279.93,174.59,10380,29.46,4.8,0.0,None
2025-08-23,Smart Pro Watch,Electronics,North America,28,5599.72,2501.44,5019,73.74,4.8,0.0,None
2025-08-23,Smart Pro Watch,Electronics,EMEA,18,3599.82,1601.1,7043,75.26,4.1,0.0,None
2025-08-23,Smart Pro Watch,Electronics,APAC,17,3399.83,1518.51,6205,45.66,5.0,0.0,None
2025-08-23,Smart Pro Watch,Electronics,Latin America,13,2599.87,1151.91,9620,72.13,4.2,0.0,None
2025-08-23,Neural Headset,Electronics,North America,23,6899.77,3439.38,4952,42.02,4.9,0.0,None
2025-08-23,Neural Headset,Electronics,EMEA,15,4499.85,2231.57,7416,73.44,4.0,0.0,None
2025-08-23,Neural Headset,Electronics,APAC,28,7391.75,3148.87,6288,172.09,4.3,12.0,None
2025-08-23,Neural Headset,Electronics,Latin America,12,3599.88,1788.74,8674,44.81,4.8,0.0,None
2025-08-23,AeroFit Runner Tee,Apparel,North America,47,1644.53,979.94,823,27.13,4.5,0.0,None
2025-08-23,AeroFit Runner Tee,Apparel,EMEA,25,874.75,515.2,1905,38.6,4.9,0.0,None
2025-08-23,AeroFit Runner Tee,Apparel,APAC,31,1084.69,641.7,1594,36.46,4.5,0.0,None
2025-08-23,AeroFit Runner Tee,Apparel,Latin America,22,769.78,448.07,5658,55.21,4.7,0.0,None
2025-08-23,Holo-Knit Hoodie,Apparel,North America,45,3599.55,1963.53,476,64.89,4.8,0.0,None
2025-08-23,Holo-Knit Hoodie,Apparel,EMEA,32,2559.68,1390.23,2233,70.38,4.8,0.0,None
2025-08-23,Holo-Knit Hoodie,Apparel,APAC,35,2799.65,1522.48,1210,69.31,4.2,0.0,None
2025-08-23,Holo-Knit Hoodie,Apparel,Latin America,24,1919.76,1043.04,5345,51.33,4.3,0.0,None
2025-08-23,EcoTemp Thermostat,Home & Kitchen,North America,15,1949.85,764.76,8366,60.72,4.7,0.0,None
2025-08-23,EcoTemp Thermostat,Home & Kitchen,EMEA,17,2055.14,708.86,9750,81.51,4.2,7.0,None
2025-08-23,EcoTemp Thermostat,Home & Kitchen,APAC,15,1949.85,766.8,9058,52.56,4.4,0.0,None
2025-08-23,EcoTemp Thermostat,Home & Kitchen,Latin America,11,1429.89,556.92,11389,60.15,4.5,0.0,None
2025-08-23,GlowSerum v2,Beauty,North America,41,1844.63,1189.35,2784,161.63,4.9,10.0,None
2025-08-23,GlowSerum v2,Beauty,EMEA,25,1249.75,864.12,4582,42.83,4.2,0.0,None
2025-08-23,GlowSerum v2,Beauty,APAC,24,1199.76,831.53,3905,33.19,4.7,0.0,None
2025-08-23,GlowSerum v2,Beauty,Latin America,13,649.87,442.36,9084,50.18,4.8,0.0,None
2025-08-23,Apex Yoga Mat,Sports,North America,17,679.83,426.92,6797,59.86,4.6,0.0,None
2025-08-23,Apex Yoga Mat,Sports,EMEA,15,599.85,381.97,9245,31.75,4.1,0.0,None
2025-08-23,Apex Yoga Mat,Sports,APAC,19,759.81,485.62,7555,33.02,4.5,0.0,None
2025-08-23,Apex Yoga Mat,Sports,Latin America,9,359.91,227.17,10933,27.1,5.0,0.0,None
2025-08-24,Smart Pro Watch,Electronics,North America,24,4799.76,2154.84,4995,20.19,4.2,0.0,None
2025-08-24,Smart Pro Watch,Electronics,EMEA,17,3399.83,1516.89,7026,52.12,4.0,0.0,None
2025-08-24,Smart Pro Watch,Electronics,APAC,21,4199.79,1872.85,6184,68.23,4.6,0.0,None
2025-08-24,Smart Pro Watch,Electronics,Latin America,14,2799.86,1251.16,9606,35.09,4.2,0.0,None
2025-08-24,Neural Headset,Electronics,North America,29,8699.71,4341.28,4923,34.29,4.8,0.0,None
2025-08-24,Neural Headset,Electronics,EMEA,20,5999.8,2984.44,7396,61.83,4.4,0.0,None
2025-08-24,Neural Headset,Electronics,APAC,18,5399.82,2689.62,6270,41.17,4.9,0.0,None
2025-08-24,Neural Headset,Electronics,Latin America,18,5021.83,2285.96,8656,143.85,4.0,7.0,None
2025-08-24,AeroFit Runner Tee,Apparel,North America,41,1434.59,845.15,782,62.4,4.7,0.0,None
2025-08-24,AeroFit Runner Tee,Apparel,EMEA,22,769.78,446.43,1883,61.76,4.4,0.0,None
2025-08-24,AeroFit Runner Tee,Apparel,APAC,38,1329.62,789.59,1556,32.74,4.3,0.0,None
2025-08-24,AeroFit Runner Tee,Apparel,Latin America,27,944.73,553.65,5631,52.77,4.7,0.0,None
2025-08-24,Holo-Knit Hoodie,Apparel,North America,41,3279.59,1789.86,435,55.65,4.2,0.0,None
2025-08-24,Holo-Knit Hoodie,Apparel,EMEA,32,2559.68,1398.84,2201,35.92,4.7,0.0,None
2025-08-24,Holo-Knit Hoodie,Apparel,APAC,36,2879.64,1571.2,1174,50.39,4.4,0.0,None
2025-08-24,Holo-Knit Hoodie,Apparel,Latin America,22,1759.78,961.75,5323,24.53,4.7,0.0,None
2025-08-24,EcoTemp Thermostat,Home & Kitchen,North America,15,1949.85,774.04,8351,23.59,4.8,0.0,None
2025-08-24,EcoTemp Thermostat,Home & Kitchen,EMEA,10,1299.9,513.31,9740,26.59,4.9,0.0,None
2025-08-24,EcoTemp Thermostat,Home & Kitchen,APAC,12,1559.88,614.32,9046,38.54,4.2,0.0,None
2025-08-24,EcoTemp Thermostat,Home & Kitchen,Latin America,8,1039.92,405.58,11381,41.56,4.7,0.0,None
2025-08-24,GlowSerum v2,Beauty,North America,21,1049.79,720.6,2763,57.0,4.2,0.0,None
2025-08-24,GlowSerum v2,Beauty,EMEA,23,1149.77,794.93,4559,39.64,4.8,0.0,None
2025-08-24,GlowSerum v2,Beauty,APAC,27,1349.73,931.62,3878,52.78,4.7,0.0,None
2025-08-24,GlowSerum v2,Beauty,Latin America,16,799.84,554.54,9068,21.38,4.9,0.0,None
2025-08-24,Apex Yoga Mat,Sports,North America,18,719.82,462.39,6779,21.97,4.8,0.0,None
2025-08-24,Apex Yoga Mat,Sports,EMEA,16,639.84,402.8,9229,52.38,4.5,0.0,None
